name	hash	compiles	blocker_category	blocker	equiv	equiv_detail
Darklang.Stdlib.Int128.lessThanOrEqualTo	d1913597ceee040622f81984b802c831076f0b969f7a913ad0727ab6fe4c79e1	no	builtin not routed	unsupported-builtin: int128LessThanOrEqualTo_v0		
Darklang.Stdlib.DB.queryCount	d1a6365c82fd47d49c9fd5596822158f4c937dda0f3d34e846c31e10daa7b4ed	no	unsupported-type	unsupported-type: TDB		
Darklang.LanguageTools.LspServer.Branches.respondError	d1af856cbc0d09de12322e681dcbd7816520d82da5c29265bda7a722de69c0c5	yes		211632 bytes	ierr	ierr|[Function (Package (Hash "d1af856cbc0d09de12322e681dcbd7816520d82da5c29265bda7a722de69c0c5")); Function (Package (Hash "c3c3a1682b572455ac281357403797c06cda7045f49822e43f13e9a13cb41a16")); Function (Package (Hash "0d86abe0de837422894948fdb55f2d1c230fac07eb6ca396b490cfaf189bfba0")); ... ]
Darklang.SCM.PackageOps.bindingsFromWireRecords	d1da7d81dc39b8558a1a1b7731cd6d0b2356c2f0c248f508c99c60195b662fcc	no	builtin not routed	unsupported-builtin: uuidParse_v0		
Darklang.Stdlib.Int8.random	d1eb85a2fe6e5d9ef2a650fab728511c494173aa534a2a9017a31bc2019752cd	yes		40152 bytes	match	match
Darklang.SCM.Propagation.currentHash	d1f76db5d4265d4aba1e1bc6762d7ee6d9a90ad9ba9a44fd5547f40750b73907	no	builtin not routed	unsupported-builtin: sqliteQuery_v0		
Darklang.Cli.Tests.testTextDropsNonSgrEscapes	d204c82c1dceabe55675999db389546a428faa7667d02e4c16fdb73acda10451	yes		64616 bytes	match	match
Darklang.Stdlib.HttpClient.bearerToken	d2141e6d4dee495c4a3a0fe14ebbe3b88c37597e82379920a0250d733e5f5a46	yes		1216 bytes	match	match
Darklang.Cli.SyntaxHighlighting.highlightLine	d2205dfa375ca47dfb89383475f3c4ce585ba0abbccb6899b518a0d12aa89a16	no	builtin not routed	unsupported-builtin: listSortBy_v0		
Darklang.Cli.jsonStr	d228d29f7a36e8e92a9e4551067ba3c69d587dd44e85a47ade68657d354d8cfc	yes		42656 bytes	match	match
Darklang.Cli.Workbench.errorDetail	d2294f0e8d3e65b1a90ba3f312c80b85725897aebf4fdde33f59feb3e38d07db	yes		21816 bytes	noargs	noargs|TCustomType ({ originalName = ["State"] resolved = Ok { name = Package (Hash "adb5bd835f435e625d8321019fa414b42024624801f875e72459784b037a0d7f") location = Some { owner = "Darklang" modules = ["Cli"; "Workbench"] name = "State" } } }, [])
Darklang.WIP.AI.Anthropic.Content.documentBlockPdfWithCitations	d2299525d7dd4f6537c8f64657e3ce5f2df82ed0f1d8ca0017260e3e95632c38	yes		9608 bytes	match	match
Darklang.PrettyPrinter.RuntimeTypes.Dval.valueTypeName	d239f580e296aee0a1e2c34a6790386734168f298d0d8092d032a6baccb1e7e1	no	compiler: type error	Stdlib.List.map's 2nd parameter `fn` expects (String) -> T.952f921bae69c1df53ffde67755738bd3071fa97165be6d1e30f1d8c3ee9c706, but got T.952f921bae69c1df53ffde67755738bd3071fa97165be6d1e30f1d8c3ee9c706 (T.952f921bae69c1df53ffde67755738bd3071fa97165be6d1e30f1d8c3ee9c706)		
Darklang.Stdlib.HttpServer.Config.defaults	d239f8af51a43d8153ca0795e6593d8a479066a579ab10d2efa6643324fc1f9e	yes		592 bytes	match	match
Darklang.Cli.Apps.Command.helpLine	d23de2a19bbf9c8e12d846979d3e8cab6e04c95a4cc5d27f316c6ac09674a72b	yes		42352 bytes	match	match
Darklang.Stdlib.UInt32.lessThan	d24444a11f15cc0aa80ca2420e51d091d3538b9690e3c4dcd39ec6714527d690	yes		512 bytes	match	match
Darklang.LLM.Provider.addUsage	d245171b7673a39cd3c888deb518e51af995c0e4bdee6762d3eb77d2c0dcfcd3	yes		784 bytes	match	match
Darklang.LanguageTools.ProgramTypes.hashToShort	d254fcd812969c655a42e877b9fd1c611dad15addd452c90e235ce93a51db62d	yes		39648 bytes	match	match
Darklang.Cli.Outliner.addNode	d25daab25c90d179446523a67716f604a7077ddf0d00f21eee169673a6f2ab20	yes		13872 bytes	noargs	noargs|TCustomType ({ originalName = ["Outline"] resolved = Ok { name = Package (Hash "bdae473affdb05b9e3de1be65c3bb42a3eb1263e6691830a372bc7472d3f5b49") location = Some { owner = "Darklang" modules = ["Cli"; "Outliner"] name = "Outline" } } }, []), TInt, TString
Darklang.Cli.Outliner.Main.defaultExportPath	d2637bc0afa0371cd39d5fe9e43d5e0d7cbfd7f447a3fba92c9f47ec652d2eab	yes		65528 bytes	ierr	ierr|[Function (Package (Hash "d2637bc0afa0371cd39d5fe9e43d5e0d7cbfd7f447a3fba92c9f47ec652d2eab")); Function (Package (Hash "5801e69b3deb83eac45def8f1fb6af10de57d302b2dbfcfb74ad966669e0292f")); Function (Package (Hash "4418f63d8ba667391178c267346167ff63f0d0456c1bb84807287064c5fc68f6"))]
Darklang.LanguageTools.PackageManager.duplicateDeclarations	d26461559d567c0de5d2d9a095ca374042097915425ba3262e91053fc6fd607c	no	other	There is no variable named: __marshal.T.51d1c6d465118e886efbf45f4a6abaa1282b52fc159df96cea2976cec73676ea		
Darklang.Cli.Completion.getPartialCompletion	d28c697a6fbd09e176e7453e74762cc2ff510d9c59604d70f3b4c62020ac67d8	yes		19928 bytes	match	match
Darklang.Cli.Outliner.Editor.commitAndContinue	d29f04374d4123b4ec5cdd97c2203fcd15f022f575720a1a17059efb146ae6d7	no	other	Type variable a$0 has conflicting inferences: T.2285bfc3f320574bc10a82e8f98728166c2fd16765e46a45162840a22797783f vs Int64		
Darklang.Stdlib.UInt8.random	d2b2ec2e58b62d62c819c63b21d283e19256827497b67ab800a17a6c0baf132b	yes		39472 bytes	match	match
Darklang.Matter.renderDoc	d2c808fa039b9826634240264f6ffe2231113a59295a8fbd21933a3f1834d2fc	no	builtin not routed	unsupported-builtin: stringToList_v0		
Darklang.WIP.AI.OpenAI.Tools.getName	d2cf85ccfa45ba9b52491ac7cf5a096e3a04b73f5a40bad33f4aabee9b786e9e	yes		1288 bytes	match	match
Darklang.Cli.Packages.authoredDocs	d2d89c9bc414120dda286d8ef28babfcc5ac41db70d00b0d9f0ca91ef26d1f69	yes		126888 bytes	match	match
Darklang.WIP.AI.OpenAI.Content.inputAudioFormatToString	d2e11a71397795c177db3c21e9b4cc0de0a84d5f36f785eff8bdf9b938cefa52	yes		744 bytes	match	match
Darklang.LLM.Tools.FileSystem.isUnsafePath	d2ed997390646c5a19a34e397802821c6387fde866bed2d8657183429a214003	yes		50928 bytes	match	match
Darklang.Stdlib.Int32.greaterThan	d2f11bbf175ec3db3f729d79ffca43e9e95cbbe41e939538297f90412cc1a79c	yes		512 bytes	match	match
Darklang.Cli.Packages.Signatures.renderModule	d3068b2a9e64e5e10b83995f60f35c931e63a6e6441c16f940779472c9ab1bdc	no	builtin not routed	unsupported-builtin: listSortBy_v0		
Darklang.SCM.Branches.nameKey	d30ca407dc527e3e4ec32e8de2ecc0614a26b7d065f09849d52f71504326b42e	yes		2080 bytes	match	match
Darklang.LanguageTools.LspServer.Branches.handleRebaseRequest	d341e4b212cb45f527b61c9656027e8b5d77fe7fb3f4ee5da9bc13ded8948e48	no	unsupported-type	unsupported-type: Darklang.SCM.Conflicts.Candidate: not in the type closure		
Darklang.Stdlib.Cli.Stdin.isInteractive	d341efab259fc59f578d9304970fede5aafca3e434ec92cc9f42b213de9a5f26	yes		34648 bytes	match	match
Darklang.WIP.AI.OpenAI.Images.generateTransparent	d3631923db417a796be58f7330b025f5ce1501530a65cc32b1661d90eb65aedd	yes		287024 bytes	ierr	ierr|[Function (Package (Hash "d3631923db417a796be58f7330b025f5ce1501530a65cc32b1661d90eb65aedd")); Function (Package (Hash "d3e93dfc510d2867cad22fc413e269effcba9d01917565a31ee8615b68fe0326")); Function (Package (Hash "dd1111780e3679db102c6e0c118804368a19de88fff3990c018070e155cbdd2a")); ... ]
Darklang.LanguageServerProtocol.Lifecycle.InitializeRequest.InitializeParams.fromJson	d3635c57b3d8cae533aafdc447192760f312179dd19bd9b5d65ff6251cfae0b0	yes		32088 bytes	match	match
Darklang.Stdlib.Cli.Process.runInteractive	d367d2041d73457c9822bd581c3e7c0b8a2d0da7154e521b09400892e22af8bc	yes		76664 bytes	ierr	ierr|[Function (Package (Hash "d367d2041d73457c9822bd581c3e7c0b8a2d0da7154e521b09400892e22af8bc"))]
Darklang.Internal.DarklangInternalMcpServer.Prompts.patternMatch	d36bc6c57c0fc4221a0db36b069d604d93d67b0577ffa2dce08382286911c041	yes		102752 bytes	unprovable	unprovable|T.7b1646cfdfa46587600414ae3d77fd6b114570444d30f82ddf5e75e9e78e86b4.handler: TFunction ([TSum ("T.a3b6038ebf54eb71804f0ad7b96b883e442ccf4d01af8ac220c6981fa3530305", [])], TString)
Darklang.Cli.Packages.NavInteractive.refreshFocusRows	d36ccf80905a6aa23f639959a221c76b8b75b0bea5f91e283b1b2162b54e9160	no	builtin routed, return type unmarshalable	unsupported-builtin: pmSearch: T.751f8f7eebb10ce34c92278e99a9686bc43a476a448f467eeed11d0042d1eb44: T.0cc514f99b65b8c6ca917880ae86966ad4fcfd256d59940fa9eb606317a3357a: T.51d1c6d465118e886efbf45f4a6abaa1282b52fc159df96cea2976cec73676ea: unmarshalable-return: TInt128		
Darklang.WIP.AI.OpenAI.Chat.withAudioOutput	d3739996b09c625caf24e0dddac24345d7891289995a2b47861ff0e41f954dec	yes		8224 bytes	match	match
Darklang.Cli.Packages.View.fnAt	d37d644da4811a30093ad47e095d6b9a85c6bb814d2a3e0897c2452a5d063fc7	no	builtin routed, return type unmarshalable	unsupported-builtin: pmSearch: T.751f8f7eebb10ce34c92278e99a9686bc43a476a448f467eeed11d0042d1eb44: T.0cc514f99b65b8c6ca917880ae86966ad4fcfd256d59940fa9eb606317a3357a: T.51d1c6d465118e886efbf45f4a6abaa1282b52fc159df96cea2976cec73676ea: unmarshalable-return: TInt128		
Darklang.LanguageTools.LspServer.Diagnostics.moduleFns	d38037a3a997383168346cf5945a4f708a2ea486999c7f4602a39aa1dadab451	yes		75728 bytes	noargs	noargs|TCustomType ({ originalName = ["WrittenTypes"; "ModuleDeclaration"; "ModuleDeclaration"] resolved = Ok { name = Package (Hash "1a418dd008179924b912513c94be30868d2eb4919a039c64a6a364a68c554a61") location = Some { owner = "Darklang" modules = ["LanguageTools"; "WrittenTypes"; "ModuleDeclaration"] name = "ModuleDeclaration" } } }, [])
Darklang.Stdlib.String.trimEnd	d39a99ba77bce0c6bf5a67fec9c23d46c9cfdb7137bc87b5afa9bb3eb4b261af	yes		1472 bytes	match	match
Darklang.Internal.DarkPackages.functionGetWithLocationHandlerFn	d3a272e9a8fd0dee219d90ae6cfd339670e1b64e16ced22ae2c7234a2151d201	no	unsupported-type	unsupported-type: Darklang.LanguageTools.ProgramTypes.LocatedItem: not in the type closure		
Darklang.WIP.AI.OpenAI.Responses.withParallelToolCalls	d3a9e4d7998e93712b0838b030e7e89d6ae730338998a5d8e7c0620c92d36b2b	yes		3424 bytes	match	match
Darklang.Cli.PropagateCmd.execute	d3acfc406a6513e00243c35087a988b310ca8d156e67ac249c4a976c74dc7260	no	builtin not routed	unsupported-builtin: sqliteQuery_v0		
Darklang.Stdlib.Crypto.sha384	d3c3d92bac21640766c1a708b6358fc0d16d259827e882979d8f965cb37a36fe	yes		102184 bytes	match	match
Darklang.Cli.Workbench.workspaceEntry	d3c969f152fef4f0ac6815d925a12b8d816f087cd148eebca1001d7c125381b5	yes		187184 bytes	noargs	noargs|TCustomType ({ originalName = ["State"] resolved = Ok { name = Package (Hash "adb5bd835f435e625d8321019fa414b42024624801f875e72459784b037a0d7f") location = Some { owner = "Darklang" modules = ["Cli"; "Workbench"] name = "State" } } }, []), TInt
Darklang.WIP.AI.OpenAI.Images.generateWithOptions	d3e93dfc510d2867cad22fc413e269effcba9d01917565a31ee8615b68fe0326	yes		283720 bytes	ierr	ierr|[Function (Package (Hash "d3e93dfc510d2867cad22fc413e269effcba9d01917565a31ee8615b68fe0326")); Function (Package (Hash "dd1111780e3679db102c6e0c118804368a19de88fff3990c018070e155cbdd2a")); Function (Package (Hash "dc2c6f30499e790d516015edc4d3664ae806960bae0d11148e3bb2a3bfcd9e60"))]
Darklang.SCM.PackageOps.commitMainOps	d3f6738f05ada3f20f552f63b192c2f492d0520584ef9421770bc227a8b7512e	no	builtin not routed	unsupported-builtin: listSort_v0		
Darklang.WIP.AI.OpenAI.Audio.Voices.parseVoice	d40172066982589401890b4a91fe116e34e059974b0f9b3a9ef814746b4c38e9	yes		66272 bytes	match	match
Darklang.LanguageTools.Parser.Canvas.parseDecls	d401e926c958966b232a59aea537739674f5eb0d6fc382a89c92ff2b771c6fdc	yes		48112 bytes	noargs	noargs|TString, TString, TCustomType ({ originalName = ["LanguageTools"; "WrittenTypes"; "ParsedFile"] resolved = Ok { name = Package (Hash "07382e181d7d13690ef13b4f95f2ba8b07e7140332ce2af981d7a7296ba64e99") location = Some { owner = "Darklang" modules = ["LanguageTools"; "WrittenTypes"] name = "ParsedFile" } } }, [])
Darklang.Stdlib.DateTime.today	d40493e07ae42c9fffc57f7134ece5b3754f33eb9f3cf5e2b2d142f52e5bd0e4	yes		34336 bytes	match	match
Darklang.SCM.PackageOps.branchName	d409866e58b49ef161a5243e9b3388ad0d0cd453d16802eab7acd5b76c8a9543	no	builtin not routed	unsupported-builtin: sqliteQuery_v0		
Darklang.LanguageTools.LspServer.TreeView.isModuleParentOf	d436db58a89f4d81670ea6b9253dc5c08ca229c42e4a632573e62c3abcf13465	yes		45416 bytes	match	match
Darklang.Stdlib.Cli.File.setPermissions	d446e4722db17aa8df46990e4a4e140c6b583d56d1b6ba525fefac1eaeef98ff	yes		59320 bytes	ierr	ierr|[Function (Package (Hash "d446e4722db17aa8df46990e4a4e140c6b583d56d1b6ba525fefac1eaeef98ff")); Function (Package (Hash "ad8b82a5a0de72cb2a4b8ac7ec46c45f2969534a27fba276c2b057d529ff98bb"))]
Darklang.Cli.Backups.executeNow	d450d8cf96061605823a3dc889b1224e3df51722dc81314cc92a593054480d7c	no	builtin not routed	unsupported-builtin: dateTimeToStringISO8601BasicDateTime_v0		
Darklang.PrettyPrinter.ModuleDeclaration.withTypeHelper	d456ad84c0dc50c6ed770640d8862a53fc7078456cbd45ce9c338812f1d2f67a	yes		72832 bytes	noargs	noargs|TList (TCustomType ({ originalName = ["Module"] resolved = Ok { name = Package (Hash "aaacfdbec0724a0c77a7be23df6933c2b6e3b06a695e444035912abd6c9ec9ab") location = Some { owner = "Darklang" modules = ["PrettyPrinter"; "ModuleDeclaration"] name = "Module" } } }, [])), TCustomType ({ originalName = ["LanguageTools"; "ProgramTypes"; "PackageType"; "PackageType"] resolved = Ok { name = Package (Hash "deef75c738b32ba37d01397948c3413cc176f029c7db71323100c352c6699690") location = Some { owner = "Darklang" modules = ["LanguageTools"; "ProgramTypes"; "PackageType"] name = "PackageType" } } }, []), TList TString
Darklang.LLM.Examples.Basics.withOllama	d466f5331ee55be9c627d28398761661c1348453ccad582bf86797739abfbe90	no	compiler: ANF	ANF conversion error: Nested pattern in list element not yet supported		
Darklang.WIP.AI.OpenAI.Tools.makeCustomTool	d47c5deed691bfae4c5f12ef52f4c162a1b185f84b500f6e0c38bf35a79bc51e	yes		536 bytes	match	match
Darklang.SCM.PackageOps.liveBindingFor	d47ccdf1615b8e019303f396e10e906cf1f4088c426b07e0ed13716cd75431ca	no	builtin not routed	unsupported-builtin: sqliteQuery_v0		
Darklang.Stdlib.Cli.Process.runIn	d48b0a57b47f0350c9fc3d0291557aa2f51d6acd068885e5475b83c7508936a4	yes		90360 bytes	ierr	ierr|[Function (Package (Hash "d48b0a57b47f0350c9fc3d0291557aa2f51d6acd068885e5475b83c7508936a4")); Function (Package (Hash "48f0575395285eabb0b2a0fc907f1a5b9e72bed5a14c7c22e902658fc6e4f484")); Function (Package (Hash "ef0caa58b37befc9ae43ea8bf3189fa73bef0d599ea0b3ca6d7be3ae09c74f62"))]
Darklang.Stdlib.UInt8.greaterThan	d493655b50206b0ad93658d3fe8f41e2b4c27b3c2959ac4646f057fbeddbe51e	yes		512 bytes	match	match
Darklang.SCM.PackageOps.identityProblem	d49d6f52eaa46cae7e5f3194e7658f5ba25a8b8d8c5f81a02aad7427aab8b1c1	no	builtin not routed	unsupported-builtin: stringToList_v0		
Darklang.Stdlib.UInt8.subtract	d4aa3fa48c3ab4aa922ccffccd12ecd7965e6e59e8d58be1ddf860386393952b	yes		608 bytes	match	match
Darklang.Cli.Packages.ModuleCommand.sfDeclToModuleDecl	d4b55ffd9b334ea272a95cb355fadf6777e33b61ceaf93ed9b95328e8fbed19b	yes		2960 bytes	noargs	noargs|TCustomType ({ originalName = ["LanguageTools"; "WrittenTypes"; "SourceFile"; "SourceFileDeclaration"] resolved = Ok { name = Package (Hash "53a59a7e8a6a4e670834cb26ca70aa8475fc401aa447e2e85f32d434fd98f5f9") location = Some { owner = "Darklang" modules = ["LanguageTools"; "WrittenTypes"; "SourceFile"] name = "SourceFileDeclaration" } } }, [])
Darklang.LanguageTools.LspServer.FileSystemProvider.WriteFile.sfDeclToModuleDecl	d4b55ffd9b334ea272a95cb355fadf6777e33b61ceaf93ed9b95328e8fbed19b	yes		2960 bytes	noargs	noargs|TCustomType ({ originalName = ["LanguageTools"; "WrittenTypes"; "SourceFile"; "SourceFileDeclaration"] resolved = Ok { name = Package (Hash "53a59a7e8a6a4e670834cb26ca70aa8475fc401aa447e2e85f32d434fd98f5f9") location = Some { owner = "Darklang" modules = ["LanguageTools"; "WrittenTypes"; "SourceFile"] name = "SourceFileDeclaration" } } }, [])
Darklang.Cli.Tests.testBatchSearchKeepsQueriesIndependent	d4b86fb7287e2d19951ab82027cf380ffabf5567915e7733cdc41bf85c324bcc	yes		88720 bytes	ierr	ierr|[Function (Package (Hash "d4b86fb7287e2d19951ab82027cf380ffabf5567915e7733cdc41bf85c324bcc")); Function (Package (Hash "1e22c17ef93a2f07d4438efb1509f61af7239ced341fe9ad8328d42a94b5863c")); Function (Package (Hash "62f655d1685e083cdb075b427c929148c4051690e4efd3546e882d1ce1577230")); ... ]
Darklang.Stdlib.String.lastIndexOfEgc	d4bdb86ccc6cf6ccb09ccb84849d47b5a4e71380851136a9a301703080e1d02e	yes		38432 bytes	match	match
Darklang.PrettyPrinter.RuntimeTypes.resolvePackageHashWithOriginalName	d4c593919b93ca5f6d1b0954c8dd66aa619201d68e6abfeb817b5ab9bda44440	yes		107816 bytes	match	match
Darklang.Cli.Outliner.ancestors	d4c8f623c4a0e568742bbeaeb2c0a5c0b7d64ca61c53770df8ba31a39a4670f6	yes		37440 bytes	noargs	noargs|TCustomType ({ originalName = ["Outline"] resolved = Ok { name = Package (Hash "bdae473affdb05b9e3de1be65c3bb42a3eb1263e6691830a372bc7472d3f5b49") location = Some { owner = "Darklang" modules = ["Cli"; "Outliner"] name = "Outline" } } }, []), TInt
Darklang.WIP.AI.OpenAI.Content.parseContentPart	d4d6b71d6e4afa13a0270b1025e1252c6aa3b49bea7b9b0433e565fe840fc54b	yes		29912 bytes	match	match
Darklang.LanguageTools.LspServer.HoverInformation.collectInfixHoverInfoAtPos	d4ee4afdd7fe0431bc36c5bb258d80f420cd577e9d398359da1e5527990f9b82	no	builtin not routed	unsupported-builtin: int128ToString_v0		
Darklang.Cli.Permissions.Command.renderAccessReport	d4f3705ab4af033b302e47602e5f5f654cf190f6832b718eb82029b081216d99	no	other	MIR conversion error: Internal error: RefCountInc on non-variable		
Darklang.LanguageServerProtocol.Window.ShowDocument.ShowDocumentRequest.ShowDocumentParams.fromJson	d4f4be6d80bb1875d3c1a2171664c22ac75290808d3a4ca52a34f3a8a63110b7	yes		85416 bytes	match	match
Darklang.Discord.toString	d4f690401fd711eef4aac3e8e6af557baf7e641c36a34e1808828e3499d13573	yes		4856 bytes	match	match
Darklang.Cli.Workbench.renderHelpOverlay	d4f700d313bc59609d45fe806162806c8fd54a4f61d76aa1c9e7748f1471c07e	no	compiler: type error	fn.7aa1055017a04fbff5599e0381f258afea1401a476e30606083c918697590d73's return value expects List<T.6e3fdd6ed0bf7cbc43341b10534de2f67ac780423279e5303c6273fb43fcd92c>, but got String (String)		
Darklang.Stdlib.UInt32.bitwiseOr	d50188bb843d955252dacf1afb3f2e5fed2b3d2b62c86e603dea12b612841f0f	yes		608 bytes	match	match
Darklang.Cli.Packages.Location.parseRelativeTo	d51c47d7f483b50199651b057cebc125d535bce27863949190eb1cacefcc07f5	no	builtin not routed	unsupported-builtin: stringToList_v0		
Darklang.Cli.Outliner.Editor.marker	d528f4c8dfed159ff8fc6868e6c0f33a7145e9cb66b96c2b3d9bab1b1d5ed579	yes		1888 bytes	match	match
Darklang.LLM.Examples.JsonExtractor.runExtraction	d535b064fc1868820fedcca0ba3662fafa418c5e8f44c3835de34cbc0486b543	no	compiler: ANF	ANF conversion error: Nested pattern in list element not yet supported		
Darklang.Cli.Outliner.setContent	d53b1df7c14ea01c797484a63f9d29f1151980082e5b6d2b2eced2f74c10498f	yes		8680 bytes	noargs	noargs|TCustomType ({ originalName = ["Outline"] resolved = Ok { name = Package (Hash "bdae473affdb05b9e3de1be65c3bb42a3eb1263e6691830a372bc7472d3f5b49") location = Some { owner = "Darklang" modules = ["Cli"; "Outliner"] name = "Outline" } } }, []), TInt, TCustomType ({ originalName = ["NodeContent"] resolved = Ok { name = Package (Hash "6568961bb1e4f90f3eb2535b65d6d7eab641f012cd797726f3fcfe7c1b3ce734") location = Some { owner = "Darklang" modules = ["Cli"; "Outliner"] name = "NodeContent" } } }, [])
Darklang.Cli.Outliner.flattenVisible	d545ddaf0739fca865eca9540882c0c542b2203d653ea29ecd243cf723b6a255	no	compiler: type error	fn.4cbc81caadfb1da7c351beb8d9b7dc51c1f8d124417dc8cfa4322fc2962eb681's return value expects List<Int64>, but got List<t> (List<t>)		
Darklang.Stdlib.UInt128.lessThan	d547e0f8aa0b48c5aeedab493eacb3f41715f3655afdd4d68e6e1a2ae3fb76cc	no	builtin not routed	unsupported-builtin: uint128LessThan_v0		
Darklang.Cli.Tracing.formatFnCalls	d5597a902a33f49c2dbb6791946f7bd1e5f077f9f2c8f0113aade2635d258803	no	builtin not routed	unsupported-builtin: int128ToString_v0		
Darklang.Stdlib.Cli.Shell.getDefaultShell	d55e040ca54182fd8e4fea0c662cd2b7542526d7f844629ebfc7c91590cb4635	yes		76096 bytes	ierr	ierr|[Function (Package (Hash "d55e040ca54182fd8e4fea0c662cd2b7542526d7f844629ebfc7c91590cb4635")); Function (Package (Hash "5075b69a80911ed47eb7fa32fe5e5442e377026f39d8a67047bbd99257e8a071")); Function (Package (Hash "4418f63d8ba667391178c267346167ff63f0d0456c1bb84807287064c5fc68f6"))]
Darklang.Stdlib.HttpClient.Sse.tryEmitBlock	d57734e1c4057b0ef5ee5b58734dd7047d5e1e320be3708deea23e7fe11d81bd	no	compiler: type error	fn.8af7a8b476ba358fe65a626256aaeea62f38ea122e8120241e8cbe4bcfec06c7's return value expects Stdlib.Option.Option<Int64>, but got Int64 (Int64)		
Darklang.Stdlib.String.head	d57db59bdcba667a40e6e0a4611b2aab82d57b636f887c25739a04a32715250e	no	builtin not routed	unsupported-builtin: stringToList_v0		
Darklang.Cli.Outliner.Store.parse	d59f3ef4409888ca407768ca86f76e0646c9ae0593eb488bc79949162637ff6e	no	unsupported-type	unsupported-type: Darklang.Cli.Outliner.Store.PersistedData: not in the type closure		
Darklang.Matter.pathAndKind	d5b63a49cdba96b3ab88abe0c595c2a48253705cf086f0bca8b3ddd5a2768398	yes		7792 bytes	noargs	noargs|TDict (TString, TCustomType ({ originalName = ["Stdlib"; "Sqlite"; "Value"] resolved = Ok { name = Package (Hash "41c352765ba7273fab25c56327f91a554550dc3db8e1417a6fcf2e4da5e586e7") location = Some { owner = "Darklang" modules = ["Stdlib"; "Sqlite"] name = "Value" } } }, []))
Darklang.WIP.AI.Anthropic.Chat.Request.withMessages	d5c03bbef5d0ae961633796d9640d09ece99301c576738a42e58ceb2c667ef0a	yes		3056 bytes	match	match
Darklang.LLM.Providers.Anthropic.messageToJson	d5c880b4e21a8293575a67e3a678be44581e1367ba4d83dc81036a4515cbfb05	no	compiler: ANF	ANF conversion error: Nested pattern in list element not yet supported		
Darklang.Stdlib.Cli.Dir.current	d5d67b5c360628da00079bb9713440e4a4b141bdec3019d962a1dac5735da353	yes		56376 bytes	ierr	ierr|[Function (Package (Hash "d5d67b5c360628da00079bb9713440e4a4b141bdec3019d962a1dac5735da353")); Function (Package (Hash "3ef797fecd4c621a57d09188e530e8b3e42f74d8673929e23c547c9549bd1ed4"))]
Darklang.Cli.Backups.help	d5d7cf0544b6f8716888a4a99d4ec82d269023a86c186da123c1cd0224fed42b	yes		24616 bytes	noargs	noargs|TCustomType ({ originalName = ["AppState"] resolved = Ok { name = Package (Hash "66b13d6508c6716ee1851226d1a0c169f4bac2a6b43a85a9a80af5d7d19a1629") location = Some { owner = "Darklang" modules = ["Cli"] name = "AppState" } } }, [])
Darklang.LLM.Providers.Anthropic.extractCitationsFromBlock	d5dde1d126d968f2e7ad920be44fce65fa15246047422464d3405f2104e90b0c	yes		101048 bytes	cf	cf|compile: x86-64 code generation error: Unresolved virtual float register f3498 in x86-64 codegen
Darklang.WIP.AI.OpenAI.WebSearch.allowDomains	d5e430d309c79fb916b3409172b928c9243b7932bc417760d7169ede2e6c60cd	yes		608 bytes	match	match
Darklang.Stdlib.Int.fromUInt16	d5e723898c646ffa30073c6b0d0de0c1cee9f017ac3b00f95669b855938df746	yes		38416 bytes	match	match
Darklang.Stdlib.Html.video	d5ec0fe39bbbeb4ae80ab603b1c98ec3f80df21a0eeb513e38a258637c1b46db	yes		1048 bytes	ierr	ierr|[]
Darklang.Stdlib.String.displayWidth	d5f74b0aba22845a0b953248813ee3057e25657b86b728e657d950eeb7fe2008	yes		37384 bytes	match	match
Darklang.WIP.AI.OpenAI.Audio.Shared.buildMultipartBody	d60283da391a17e9659b5bf43113e3f4c520f96db3e847236fab21624b3be98e	no	compiler: type error	fn.d60283da391a17e9659b5bf43113e3f4c520f96db3e847236fab21624b3be98e's return value expects Stdlib.Result.Result<T.cc4e1057f7ef099caa02deae293bee49bad0d8e860844137e47c2bcf54542872, String>, but got List<t> (List<t>)		
Darklang.LanguageTools.LspServer.Branches.handleCanMergeRequest	d60acca8122e4645cbd34820d82076ca578baa45556f005f7990cc38d27133be	no	builtin not routed	unsupported-builtin: sqliteQuery_v0		
Darklang.Cli.Apps.Views.App.chromeFor	d60f2278203c8fa6ca0f41abdfab523a87bbd89e608693efa6daf4857e927bf6	yes		18904 bytes	match	match
Darklang.Stdlib.Int128.absoluteValue	d610a165040397f3d7474c9c236cac5a43a62d5ec7880731785253f70dcb3256	no	builtin not routed	unsupported-builtin: int128LessThan_v0		
Darklang.Cli.Outliner.Editor.onKeyEditing	d612f76e77bb10f41a716c85e81da3797cc57f3703eeda4a8979589deee32c67	no	other	Type variable a$0 has conflicting inferences: T.2285bfc3f320574bc10a82e8f98728166c2fd16765e46a45162840a22797783f vs Int64		
Darklang.Cli.Registry.getCompletionHint	d61a12bdadfb02b24de5b179bf6eb20c6eecc40da30fb8aaaeab48683f89d419	no	compiler: type error	fn.8af7a8b476ba358fe65a626256aaeea62f38ea122e8120241e8cbe4bcfec06c7's return value expects Stdlib.Option.Option<Int64>, but got Int64 (Int64)		
Darklang.Stdlib.Cli.UI.Table.print	d627c2493fa14f8c0e7961ccb819da7aef855b25d1b933c743ec70e1ac614c3b	yes		134512 bytes	match	match
