name	hash	compiles	blocker_category	blocker	equiv	equiv_detail
Darklang.Cli.Apps.Views.App.listLabels	3e962122871587df13f5f2975d98d83c442c4e773f9df33a34f773c271153c3e	yes		69000 bytes	match	match
Darklang.Stdlib.Cli.UI.Chrome.helpRows	3e972912166b90ce3580b3fe9fdeda8b96084b81268f6f842cb5d7b7726e9506	yes		552 bytes	match	match
Darklang.Cli.Sync.helpReview	3eb1a6f32c2520e1c03ea0ce04f7002e9d7a2ca2c3b875fe938604510fae53fe	yes		25696 bytes	noargs	noargs|TCustomType ({ originalName = ["AppState"] resolved = Ok { name = Package (Hash "66b13d6508c6716ee1851226d1a0c169f4bac2a6b43a85a9a80af5d7d19a1629") location = Some { owner = "Darklang" modules = ["Cli"] name = "AppState" } } }, [])
Darklang.Cli.Packages.Edit.moduleArgFor	3eb4511db8215474106f5faf2cc5b36f22c237096e7c8639deabe055d55987ba	yes		46912 bytes	match	match
Darklang.Stdlib.UInt16.lessThanOrEqualTo	3eb936c050a3de56379d04d59e590f65bbd6c8cc777992de6270abd65cd2d08c	yes		512 bytes	match	match
Darklang.Stdlib.Float.truncate	3ebb221bb4da07451422cbd12caa5dce305e8884bde8262866597244feb090da	yes		39320 bytes	match	match
Darklang.LanguageTools.LspServer.TreeView.makeEntityTreeItems	3eec3a9aaa49721cdf9688eba8295a652f2b1b951b02880c9d288f7376e119fd	no	compiler: type error	Unknown record type: T.3ce9f00fed18c6d69e826642b4d081f26d60577334c9a740b3439f1a276284d0		
Darklang.Stdlib.Cli.Posix.getCwd	3ef797fecd4c621a57d09188e530e8b3e42f74d8673929e23c547c9549bd1ed4	yes		55192 bytes	ierr	ierr|[Function (Package (Hash "3ef797fecd4c621a57d09188e530e8b3e42f74d8673929e23c547c9549bd1ed4"))]
Darklang.Cli.ConstraintsCmd.chosenResolution	3f0a9ee865e3a5212020dec50456fe558e40d7698c35ebb8481dd5b42285a47f	yes		69992 bytes	match	match
Darklang.LLM.Examples.Research.agent	3f1627a82774af3185f00297ede94677e930e0f5377a86570782f735690a58a4	yes		15136 bytes	unprovable	unprovable|T.86c42d870656f0505c376d394bcd5130a5133060ab33505275931d5b253a2c77.tools: T.5c602c2f07005649f0c171909d4d6f69f72c000218a985902bbea1babf991085.handler: TFunction ([TSum ("T.a3b6038ebf54eb71804f0ad7b96b883e442ccf4d01af8ac220c6981fa3530305", [])], TSum ("Stdlib.Result.Result", [TSum ("T.c189aa1eb1f04e6118a5949eba92f315da5c5a23dead9ba750fcd46479a8ede4", []); TString]))
Darklang.Cli.Installation.System.installationModeToString	3f1cbd2d0c438799b7a8847a943e39ff551e7b23d69a34a6e5fc08507fb09f82	yes		760 bytes	match	match
Darklang.Cli.Installation.Helpers.versionInfoWithUpdateCheck	3f3ebee5e66f7e1369dbfb53d4a104fcabd6d333695d054ac65af624e1384aea	no	unsupported-type	unsupported-type: Darklang.GitHub.Releases.Release: not in the type closure		
Darklang.Cli.Workbench.keysTo	3f40a1629676cc53804f8fb4443b4de964bc1d4aa7c1813e3732ccd05e78c42c	no	other	Type variable a$0 has conflicting inferences: T.5aee68f134e8cd9538c8b560c5e3c20afffb5a88934c9eb19a03106053145868 vs Int64		
Darklang.SCM.Draft.invalidateCaches	3f4cabb08e374f2b5bc51613e3bf3227ff6d51d47906f85ef2eadc81a2b35dac	yes		34312 bytes	match	match
Darklang.Opml.parseTitle	3f520ea3957c423fe8ae5f6702e5ba49734c69024f36f01f6140cf3a3699b495	no	compiler: type error	fn.8af7a8b476ba358fe65a626256aaeea62f38ea122e8120241e8cbe4bcfec06c7's return value expects Stdlib.Option.Option<Int64>, but got Int64 (Int64)		
Darklang.Cli.Apps.Model.isValidEntrypoint	3f56bfdf507baea1ea480cc4b1b64c1451c6db9b3d181d742882a87824867808	yes		36544 bytes	match	match
Darklang.SCM.Branches.relayBundleStamp	3f5e723e06b9a3aa7618f8683396a317d4166d9f5d64f3e687a509e7bb5a9235	no	builtin not routed	unsupported-builtin: sqliteQuery_v0		
Darklang.Matter.post	3f67d9df460adf0cd282a3dc1cb4367453a734d7dc7c8cb4b956fa818eb473f3	no	compiler: type error	Unknown record type: T.5ceec275f1753357d639927b6152df2f2e2a875f7debfd2f6309727f03debec0		
Darklang.Cli.Listing.footerSeeAlso	3f89b484688e0303982e7868c9d5a44d2734b4fda8162c38317bf0dbe5ac8bf1	yes		5856 bytes	match	match
Darklang.Stdlib.String.toBlob	3fa04254ee9186955bfa07d500dcdb1abe87551dbaba1a5d5a91d29e52276e4a	yes		20320 bytes	match	match
Darklang.Cli.Packages.Deprecate.executeUndeprecate	3fa0538ec9ab0bd3cd9ef97676f7f8106ecedc794acac7da4cc138a51f17d2a3	no	builtin not routed	unsupported-builtin: stringToList_v0		
Darklang.LanguageTools.SemanticTokens.ModuleDeclaration.tokenize	3fbede778666456606d855b723f19553ab7d5937204ba63a123b75cf9c7e2dba	no	compiler: type error	fn.758c59980fe68746e544994cda6c4d87ec270093caebaf232d0d9da0b807d5ed's return value expects List<T.9cf04a7fb10feed8dee9362d32589951cab0d23fb1c9377fe064397979e8c88c>, but got List<t> (List<t>)		
Darklang.SCM.Wire.wireEncodeAt	3fcaf2490d85d3d2fb849280a6d8b25dc1e12d845098dc79e9d78c98859a3e3f	no	unsupported-type	unsupported-type: Darklang.SCM.Wire.SyncBundle: not in the type closure		
Darklang.LanguageTools.LspServer.CursorPosition.isLineNumberInRange	3fd31d53f0bbef1b4abc383506d6b045d50259869cff78b7635679356c032d21	yes		39280 bytes	match	match
Darklang.LLM.Examples.Research.research	3fd5951935adc9346051e0f9be2ed29c7315475f3a1d23850d253ccc0aa08f76	no	compiler: ANF	ANF conversion error: Nested pattern in list element not yet supported		
Darklang.Stdlib.Cli.UI.TextField.clampCursor	3fd6514b06cbdab55b9893194aee7d9b80dbc6c3170104057a60ac27e2072d56	yes		38520 bytes	match	match
Darklang.LanguageTools.LspServer.Diagnostics.issueDiagnostic	3fdadb28cebf79a379bac832c45f2586857d22c3315b1100e8f8b29f9f011072	no	compiler: type error	fn.f7ebaf90d521fcf38b1deb8063d68a110c281d2ade3207e21b43f027978a8748's return value expects String, but got String (String)		
Darklang.Cli.Workbench.applyFilter	3fe6c0c724467b4556258fb783f9dc7c288604487cade4b01d79f912ac9a60ef	yes		51672 bytes	match	match
Stachu.Parser.many1	3fed854e15fa312f66b77f7817a9f077677d8e8d992ed6ba47bf43d70146ecb9	yes		122528 bytes	noargs	noargs|TCustomType ({ originalName = ["Parser"] resolved = Ok { name = Package (Hash "92f9b06263f70264fcc992d14d33b58588e038c336fa7c7b462f96ee6f709c61") location = Some { owner = "Stachu" modules = ["Parser"] name = "Parser" } } }, [TVariable "a"])
Darklang.Cli.Outliner.Markdown.bulletFor	3ff39f5124835095115639cdc29cbbbdfddea355eda87c60c6df919dbe2c3921	yes		808 bytes	match	match
Darklang.Cli.Branch.executeMergeCmd	3ffcb82938e0758a739476cab371f444dc280a87ec62f3192c1c52b642df45db	no	builtin not routed	unsupported-builtin: scmRecordBranchMerged_v0		
Darklang.WIP.AI.OpenAI.Audio.Voices.withDescription	400391c150eb335d0e6b64a70829f1736a7427b39a1bf8cbdcaaf3e71440fdaa	yes		1040 bytes	match	match
Darklang.GitHub.Releases.getLatestReleaseBuildHash	4006bd6103c5045179a9c22fac11c7a8a74db5234360a4eaa9445fc8f110a675	no	unsupported-type	unsupported-type: Darklang.GitHub.Releases.Release: not in the type closure		
Darklang.SCM.PartialCommit.draftAddedHashes	400d34d237ff4e34f63c919d0708736f691931c83807e41a421dfebf661ee74e	no	builtin not routed	unsupported-builtin: uuidParse_v0		
Darklang.Stdlib.Int128.greaterThan	400d83ad12fb6cd0d5a5f4718cd25768a232995469fafae5b703f127edc75d96	no	builtin not routed	unsupported-builtin: int128GreaterThan_v0		
Darklang.Stdlib.Cli.Process.shellQuote	4016c016ff77faf0665d7497ab42dd6bdcdb49efebcc5e616a01dac1c89f5006	yes		38352 bytes	match	match
Stachu.JsonCanvas.empty	40187f06acf21547f0e101cc60d71b3aee15cbf6f0f021e541fcb8aa43960f3d	yes		496 bytes	match	match
Darklang.Stdlib.Int16.sqrt	402765e58851db0beb14a2ece4057bd3af451fbb8c963271c37784f8dcd68c99	no	builtin not routed	unsupported-builtin: int16Sqrt_v0		
Darklang.WIP.AI.OpenAI.Chat.withTools	403801d846e53bed756c86330f8e2522c9af89c0cb1ebdb7ffe542b6571d1891	yes		26384 bytes	match	match
Darklang.Cli.Tests.testTreeRefusesWhatItCannotShow	4038c1759345dd95d2368d33220f4781f760a6597121d2cc7d9ef90666ee2b85	no	other	Expected String in string interpolation, got a Bool instead		
Darklang.Cli.Apps.Views.AiChats.rowsAtSize	4040d84d6999737766eb3d1943a9c29943e4ca0b20b907edc8b2e32f2e644272	yes		182096 bytes	match	match
Darklang.Stdlib.String.replaceAll	4054abee6bf3a2cc270c11922173276ca56c8e04d7493720c3cfb223718ad5b3	yes		36032 bytes	match	match
Darklang.Cli.Packages.NavInteractive.packHelpRows	40590ac4fc46cf478440a13f9005ab55c46a4203857ff7e0715f05b70216570b	yes		99152 bytes	crash	crash|139
Darklang.Cli.Workbench.hintsForView	4081fdc4f05a204091477891220ff77ccbabfd4a0bb3d899f24e97e5c67eb64c	no	builtin not routed	unsupported-builtin: listSort_v0		
Darklang.Cli.Packages.Delete.parseArgs	408971302ecf24c4bb80be9e3320c23b5ef00969dd11ab5c17b478e6e5e140e5	yes		169976 bytes	match	match
Darklang.Internal.Test.parseSingleTestFromFile	408997505554a133d6f611ba95fcf82fe9f92c6c1b2164ddf1211c6a10caca75	no	builtin routed, return type unmarshalable	unsupported-builtin: parserParseToWrittenTypes: T.07382e181d7d13690ef13b4f95f2ba8b07e7140332ce2af981d7a7296ba64e99: T.630e8cc6e7bed1a47eac5add8a5cdc1c2f3e5cf41ed220a258710f29669f4554: T.53a59a7e8a6a4e670834cb26ca70aa8475fc401aa447e2e85f32d434fd98f5f9: T.3cf6af515e205f67127fd5725bca0dd4f0b1e07ce234acd3d490c826d613cf8e: T.72db9e5ad59e416e141cfee8075f6b27cd44a2b11e315a508951411a667339f4: unmarshalable-return: TInt128		
Darklang.Stdlib.Int8.min	4091e1f63c90eb3409a9bc4311567f9b42f170bca270a5c52e1c06739064652c	yes		912 bytes	match	match
Darklang.LLM.Tools.FileSystem.searchFileForPattern	40944fb4b4528e56b434a1820bf9662602a043ec140f04decdd5661441873ec8	yes		132032 bytes	match	match
Darklang.SCM.PackageOps.settleConflict	40ae352404d159f1ce95132f353e2998c6daac31240c53e64e25cda21664fa3b	no	builtin not routed	unsupported-builtin: sqliteQuery_v0		
Darklang.LLM.Providers.Anthropic.webSearchConfigToJson	40b338c37f2a5f92992dce1440193b6488ac4e78695324c7ab8032aaf5ce1605	yes		72096 bytes	ierr	ierr|[Function (Package (Hash "40b338c37f2a5f92992dce1440193b6488ac4e78695324c7ab8032aaf5ce1605"))]
Darklang.Cli.ScmJson.wantsJson	40db73525b6066aac6375cea1a84c6179736b6d24aa112ef1ee8e3b32c3d0b36	yes		43136 bytes	match	match
Darklang.WIP.AI.OpenAI.Chat.withToolChoice	40dc522cac2564a0b8d4b02e585946a4306c1ccf9b562bf9137187230d01a884	yes		4424 bytes	match	match
Darklang.Cli.Workbench.onKey	40f45cf91303dbc18c641a83edc8f98d1cab93fdeb048702c9343a39f22a7087	no	unsupported-type	unsupported-type: Darklang.LanguageTools.RuntimeTypes.Option: generic type alias		
Darklang.Cli.Packages.peerHeadsUpLine	412daa6b12047644fa4351b3e34f72634a1b8c80ab3567da347fd520f19532c5	no	builtin not routed	unsupported-builtin: sqliteQuery_v0		
Darklang.LanguageTools.SemanticTokens.TypeIdentifier.tokenize	41396f107a9d2513244a54d7a78f0404245e07c16c9a1ae6e1c5c469e5331daa	yes		3416 bytes	match	match
Darklang.Cli.Packages.NavInteractive.handleKey	413ec27a06cf5150d6b5795f7e70ed1f7f2d225135f6dff2eab4f2fca2d29cd0	no	builtin routed, return type unmarshalable	unsupported-builtin: pmSearch: T.751f8f7eebb10ce34c92278e99a9686bc43a476a448f467eeed11d0042d1eb44: T.0cc514f99b65b8c6ca917880ae86966ad4fcfd256d59940fa9eb606317a3357a: T.51d1c6d465118e886efbf45f4a6abaa1282b52fc159df96cea2976cec73676ea: unmarshalable-return: TInt128		
Darklang.SCM.PackageOps.recordOpAuthors	4141a11148b4839f34b96a14a15767309070903fdead476bedf0c46f80891e03	yes		116688 bytes	ierr	ierr|[Function (Package (Hash "4141a11148b4839f34b96a14a15767309070903fdead476bedf0c46f80891e03")); Lambda (Source, 6560872513362070708UL)]
Darklang.Stdlib.Cli.Tui.TerminalSession.stopInlineWithView	41458e6059f49e648e7d45b2de35af16b12ac672e1dab452eb5f10cdf67e9c5a	yes		196552 bytes	match	match
Darklang.Stdlib.Cli.UI.Picker.moveDown	4148f78b81146314c8d10c0201438488c7d3e1a05ea20a2fe048fec2b83ddd2e	yes		5048 bytes	match	match
Darklang.Cli.Commit.commitSelected	4149e9c4ecd78496e2d7d5aa7efc7941326e71a9518abe64735bf9925e6fa101	no	builtin not routed	unsupported-builtin: listSort_v0		
Darklang.SCM.Commits.mintHash	4154d3fd37d4ab1659633a84a460cd61bb67e85521c1eea0fb9b4b10838e4fad	yes		108768 bytes	match	match
Darklang.WIP.AI.Anthropic.Batch.isCanceling	4168e5ee9ffbbcb81282ab434e413190f1c4cce4134611676091fc307ded8be7	yes		992 bytes	match	match
Darklang.PrettyPrinter.ProgramTypes.typeReferenceDocWithFnParens	416aa618152c143035ffe08e9579a669a92441b52eda38231da5c034996473d7	no	compiler: ANF	ANF conversion error: Cannot apply variable 'txt' as function - variable not in scope		
Darklang.Tracing.Format.compactDval	4178be97d12127e8e90cc287d0f0fc76f1397b15e6ce759e28f2b409f92b6fc1	no	builtin not routed	unsupported-builtin: int128ToString_v0		
Darklang.Stdlib.Regex.replaceAll	417dd69681d5c6d599268d6689f73d8ee5a49873afc69eb54034d455c0d03277	yes		36032 bytes	match	match
Darklang.WIP.AI.OpenAI.Responses.InputItem.functionOutput	417ee3eab5e3c58f8755119f2748bcee44892150dcc500e278fedcd7ae6e1f45	yes		688 bytes	match	match
Darklang.Stdlib.Int.sqrt	419c55c69dd670051856775a4886aecb68bce4c00aeb2529f3b264f75355224a	no	builtin not routed	unsupported-builtin: intSqrt_v0		
Darklang.WIP.AI.Anthropic.IntegrationTests.ServiceTierTests.allTests	41a12b45c85acc6f678c1382f7c1eb27d41950f2f550095985fbb6ad5863ed26	yes		682824 bytes	unprovable	unprovable|TFunction ([TUnit], TSum ("T.d3c45f13da6f6104ffc039c2b004cad9bb8331060e25f22efd371ce5b84aa11f", []))
Darklang.LanguageTools.WrittenTypesToProgramTypes.Identifiers.QualifiedType.toPTForEnumCase	41a2e35925817367bf2b65832cc3489b8098b28c6fbe33f7523ee7840a953c1e	no	builtin not routed	unsupported-builtin: stringToList_v0		
Darklang.WIP.AI.Anthropic.Chat.thinkingEnabled	41afc605124d4d48f3813860750a95a5d8a47371d91fe88219886e41459badb4	yes		640 bytes	match	match
Darklang.Cli.Packages.Traversal.applyPath	41d0ea8ffcb8337aedfd763ad3fa12bda91635c4f4bd1449098d7910f3dc4a69	no	builtin routed, return type unmarshalable	unsupported-builtin: pmSearch: T.751f8f7eebb10ce34c92278e99a9686bc43a476a448f467eeed11d0042d1eb44: T.0cc514f99b65b8c6ca917880ae86966ad4fcfd256d59940fa9eb606317a3357a: T.51d1c6d465118e886efbf45f4a6abaa1282b52fc159df96cea2976cec73676ea: unmarshalable-return: TInt128		
Stachu.JsonCanvas.Edge.simple	41e09db7edf41d63b15b557a632f52ae46caee16de157b50ac4612e3c75a0949	yes		1608 bytes	match	match
Darklang.Cli.Packages.Edit.help	41e26baf8beaf1ea41ea54845586652ba10975815fa714a9af9ccc4181fadfd7	yes		27352 bytes	noargs	noargs|TCustomType ({ originalName = ["AppState"] resolved = Ok { name = Package (Hash "66b13d6508c6716ee1851226d1a0c169f4bac2a6b43a85a9a80af5d7d19a1629") location = Some { owner = "Darklang" modules = ["Cli"] name = "AppState" } } }, [])
Darklang.Cli.Workbench.renderCalendar	41e9e2b8639b0bb1313fa7cc21c815b41dc5f47eed40e02302c90aa24490820e	no	compiler: type error	fn.7aa1055017a04fbff5599e0381f258afea1401a476e30606083c918697590d73's return value expects List<T.6e3fdd6ed0bf7cbc43341b10534de2f67ac780423279e5303c6273fb43fcd92c>, but got String (String)		
Darklang.WIP.AI.Anthropic.Content.serverToolUseBlockWithCaller	41f113d906fd349c8bfc7451b6e7b8df022aacfafb37290bd41b122eea70949f	yes		7752 bytes	match	match
Darklang.SCM.Draft.unstageRepoint	41ffb32e98278726fb241fc95d97dd5eaf92d69dfb35ba65c10b1a4f04ad4b47	no	builtin routed, return type unmarshalable	unsupported-builtin: packageOpFromBlobOption: T.c5d23318efdf091d000c85b6fec0825d7c5166a39ec156877bb8f3cafe86bce0: T.ba279c227b51e5fee8ba5c11be7861827b8c6a4ae8f8430407fb743d2e57ffe7: T.51d1c6d465118e886efbf45f4a6abaa1282b52fc159df96cea2976cec73676ea: unmarshalable-return: TInt128		
Darklang.Cli.Outliner.App.complete	4218d9940927cd35c9384b75fd796497e799ae3e86fabc1e9bb85e82fbfa1382	no	unsupported-type	unsupported-type: Darklang.Cli.Outliner.Store.PersistedData: not in the type closure		
Darklang.LanguageTools.LspServer.HoverInformation.hoverInfoForThingAtPosition	421a575888d44b34c6c7c504092b60ad731afeddf0984bc51d85a6b1373e93e3	no	builtin not routed	unsupported-builtin: int128ToString_v0		
Darklang.SCM.Constraints.pinSuppresses	421b8bc8b745428a7d88479970d6c5bc06f222ab776d5b8948a9789aa6cdeb69	yes		688 bytes	match	match
Darklang.Cli.Apps.Views.AiChats.hr	4228165586153f222aa74a8a2c6641252131a15baf77cbc6eeced10acee2fb4f	yes		2392 bytes	match	match
Darklang.LLM.Examples.MultiModel.ask	4244e89a34d3dcd828282cf40029ba791b9416a4fe2c3bb49a2e18dd4a044310	no	compiler: ANF	ANF conversion error: Nested pattern in list element not yet supported		
Darklang.Stdlib.HttpServer.matchRoute	425b28354a065e270be741f682780e8284e633f62f5c4dbd038eb03ae2473f84	yes		145008 bytes	match	match
Darklang.Stdlib.Cli.UI.ListView.render	4276011602f7ea35eae9955f06048a3471664841b6a74f821e1038f980989a39	no	other	MIR conversion error: Internal error: RefCountInc on non-variable		
Darklang.WIP.AI.OpenAI.Chat.makeAudioParam	42983779cc61497a166c131e10fa3b331d841241bf8bfa01bbb5d4885e66aeb8	yes		520 bytes	match	match
Darklang.Cli.Branch.executePullFrom	42b97c35211b903a5590ba18f355d029aa142d33ae24fc64ec3c604f343dca90	no	builtin not routed	unsupported-builtin: uuidParse_v0		
Darklang.PrettyPrinter.ModuleDeclaration.withValue	42c0f3c9bd0b437c8d321dab4426814a30ee70f895a517eb809b1d712a199ca3	no	compiler: type error	Stdlib.List.map's 2nd parameter `fn` expects (String) -> T.952f921bae69c1df53ffde67755738bd3071fa97165be6d1e30f1d8c3ee9c706, but got T.952f921bae69c1df53ffde67755738bd3071fa97165be6d1e30f1d8c3ee9c706 (T.952f921bae69c1df53ffde67755738bd3071fa97165be6d1e30f1d8c3ee9c706)		
Darklang.SCM.Conflicts.candidateFor	42da9aa474fe85f8448cfe0346f84712e38a28b7f0cf4e74fab09bda4206f286	yes		28160 bytes	match	match
Darklang.Cli.Telemetry.elapsedMs	42e4898b1e6ca7e6099de20e7e57b7199f89babfa990feccc08c9d5bd5f68203	yes		37968 bytes	nondet	nondet
Darklang.WIP.AI.Anthropic.IntegrationTests.DirectApiTests.testResponseParsing	43014bcc24dba71a77bc4b60acdb6655e4106b791bc751011b3c02581e4c0e13	yes		671376 bytes	ierr	ierr|[Function (Package (Hash "43014bcc24dba71a77bc4b60acdb6655e4106b791bc751011b3c02581e4c0e13")); Function (Package (Hash "eb7bda87519e3eef953246fce7ef33e3a5f3dd6ecdb158b4964d86f65fae036c")); Function (Package (Hash "cc02076d82618b580a3c90e949e7ba0d44084df256e1282303ee2cfa6a9dfbb5"))]
Darklang.SCM.PackageOps.stampLandedOps	4303ca57d44dacb1f06d299e75582c2dd69466837ba12d4d2e9b241f1390037d	yes		160288 bytes	ierr	ierr|[Function (Package (Hash "4303ca57d44dacb1f06d299e75582c2dd69466837ba12d4d2e9b241f1390037d")); Function (Package (Hash "2214c09a884a50281a482b92909e5ba050cc33edafc9fb61f1a10a7a0055f1c3"))]
Darklang.WIP.AI.OpenAI.Chat.functionMessage	4307a5bcd6f1ecb09be8e37ec36dec624ce56dcb82f5e8e147344cb5e39564cd	yes		688 bytes	match	match
Darklang.LanguageTools.LspServer.HoverInformation.collectTypeRefHoverInfoAtPos	430c4f5946012496a99903e0f0df6f44d565bb2d8ac295cc66f58a4887df07a8	no	builtin not routed	unsupported-builtin: stringToList_v0		
Darklang.LanguageTools.LspServer.FileSystemProvider.WriteFile.sendSuccessResponse	430e66a491f99ffdadc5feeb9afdb31dc23e75a3cf22cd8d2571edcb0da85f99	no	unsupported-type	unsupported-type: Darklang.LanguageTools.ProgramTypes.PackageOp: not in the type closure		
Darklang.CompilerCases.Stdlib.List.take_some	430e97ab6822331513234bdfa47713435e15d4995a9d5d8e0a5897c6f36fb930	yes		52608 bytes	match	match
Darklang.Stdlib.UInt8.parse	43281273c00104598d33e84b92c5ffaac3a95828b59ead039d234045f481c19f	yes		47400 bytes	match	match
Darklang.Stdlib.Tuple2.create	4340de4f9d4ac274f8c0cfd6dad6fd5b096cd85acfdce87172041f4468fec13c	yes		960 bytes	match	match
Darklang.Cli.AI.Agent.printResult	4347631aa40cd2a78b6d370e6d408a8d0a936c87937748dd155e41a8ec9345d4	yes		44968 bytes	ierr	ierr|[]
Darklang.Cli.Outliner.Markdown.parseLine	434f823fdecbef26cd190b8b531db024882aaf6f65f595221231c0bf50094efb	yes		52568 bytes	match	match
Darklang.Cli.Tests.testHarmfulGate	43585a6b68f152719b5544123a02fca27015ad75bd0f785a7dd6eb1b5ea0b37d	yes		96656 bytes	ierr	ierr|[Function (Package (Hash "43585a6b68f152719b5544123a02fca27015ad75bd0f785a7dd6eb1b5ea0b37d")); Function (Package (Hash "1e22c17ef93a2f07d4438efb1509f61af7239ced341fe9ad8328d42a94b5863c")); Function (Package (Hash "62f655d1685e083cdb075b427c929148c4051690e4efd3546e882d1ce1577230")); ... ]
Darklang.Stdlib.Int32.bitwiseXor	4362ec5a99153c9705ba51e10d754f726b8ddc70efa884f86801701ad439b0fd	yes		608 bytes	match	match
Darklang.WIP.AI.Anthropic.IntegrationTests.BatchTests.testRetrieveBatch	437375cb622965cc6ae2ee55b12a645c2d73a1d05620fff3aafcce9d5f669431	no	unsupported-value	unsupported-value: package value did not bridge: value-dval: DBlob		
Darklang.Cli.Http.Serve.help	4391c9e8af92a0b8c8f708954bd860eb35e7d1e97ccd2a0f6014ad0ab8553fa9	yes		51752 bytes	noargs	noargs|TCustomType ({ originalName = ["Cli"; "AppState"] resolved = Ok { name = Package (Hash "66b13d6508c6716ee1851226d1a0c169f4bac2a6b43a85a9a80af5d7d19a1629") location = Some { owner = "Darklang" modules = ["Cli"] name = "AppState" } } }, [])
Darklang.Cli.Branch.executeLogCmd	4397bf91797c55602c1597a85c3d0497ba930873d198062f6e93ccd35d08ee15	no	unsupported-type	unsupported-type: Darklang.Cli.ScmJson.CommitRowJson: not in the type closure		
Darklang.WIP.AI.OpenAI.Images.withOutputFormat	439b369729526e91f7a683c672bbd7ceb860e5c999dc5880481e06c8875579de	yes		1608 bytes	match	match
Darklang.Test.twoStringFn	43b25ad24cfc27228ffc7de7bf0cbcc9df97b4c567a112e509f195aeda0fd327	yes		1280 bytes	match	match
Darklang.WIP.AI.OpenAI.Tools.arrayPropNullable	43c2ba2229b98a6d8cfbbdbd2819f280f0934073e5c448a4dac073b17f116e7f	yes		944 bytes	match	match
Darklang.WIP.AI.OpenAI.Audio.Translations.defaultOptions	43c4f9830dae9feaea4d13877e0315e0f87194c5098969c3f4ab5438f2d7b197	yes		1216 bytes	match	match
Darklang.Stdlib.UInt64.multiply	43c60e78186b7c34d668bf38be10b0931a18465f925ac2d4711fa3a19fb80a94	yes		608 bytes	match	match
